,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
681,Helianthemum squamatum,Cistaceae,Helianthemum,squamatum,Malvids,perennial,Biotic,dry_dehiscent,0.352227273,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.019790903,-0.642935389,4.005330869,16.24320501,-1.216334795,0.228582102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0
682,Helianthemum syriacum,Cistaceae,Helianthemum,syriacum,Malvids,perennial,Biotic,dry_dehiscent,0.357922839,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
683,Helianthemum violaceum,Cistaceae,Helianthemum,violaceum,Malvids,perennial,Biotic,dry_dehiscent,0.791066667,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
684,Helichrysum italicum,Asteraceae,Helichrysum,italicum,Campanulids,perennial,Biotic,dry_indehiscent,0.071733333,PD,5,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,-0.010672271,0.340161571,-4.606043685,15.93669974,-1.895517274,0.130616672,18.28350038,13.5898991,25.85056712,6.022832365,19.82773475,4.693601286,9.49066041,9.852909437,39.23631746,39.32120534,1.411656369,19.13984911,78.50681817,6,1,1,1
685,Helichrysum litoreum,Asteraceae,Helichrysum,litoreum,Campanulids,perennial,Biotic,dry_indehiscent,0.0572,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.024682611,0.752415078,-3.299415406,15.24180498,2.434666533,0.919432888,19.75496882,10.72864114,30.0042905,0.479319456,29.52497104,9.026327681,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
686,Helichrysum melaleucum,Asteraceae,Helichrysum,melaleucum,Campanulids,perennial,Biotic,dry_indehiscent,0.268631451,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,Helichrysum plicatum,Asteraceae,Helichrysum,plicatum,Campanulids,perennial,Biotic,dry_indehiscent,0.162063333,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,Helichrysum stoechas,Asteraceae,Helichrysum,stoechas,Campanulids,perennial,Biotic,dry_indehiscent,0.050389333,PD,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.018671043,0.657334326,-4.627451765,17.60304217,1.158090161,0.760985514,20.86787219,14.33821214,32.42622769,2.77985665,29.64637104,6.529660053,NA,NA,NA,NA,NA,NA,NA,7,1,1,1
689,Helictochloa bromoides,Poaceae,Helictochloa,bromoides,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.479857143,NoInfo,4,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,Helictochloa marginata,Poaceae,Helictochloa,marginata,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,2,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.012581264,0.299919775,-0.797701567,11.91930235,0.989715676,0.729031759,15.67546502,8.163139683,29.60261311,-5.764008409,35.36662152,7.512325338,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
691,Helictochloa pratensis,Poaceae,Helictochloa,pratensis,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,2.541728273,NoInfo,3,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Helictotrichon filifolium,Poaceae,Helictotrichon,filifolium,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.2,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,Helleborus foetidus,Ranunculaceae,Helleborus,foetidus,Early EU,perennial,Biotic,dry_indehiscent,11.34931111,M(P)D,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
694,Helleborus lividus,Ranunculaceae,Helleborus,lividus,Early EU,perennial,Biotic,dry_indehiscent,10.13876984,M(P)D,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Helleborus odorus,Ranunculaceae,Helleborus,odorus,Early EU,perennial,Biotic,dry_indehiscent,9.4656,M(P)D,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Helleborus vesicarius,Ranunculaceae,Helleborus,vesicarius,Early EU,perennial,Biotic,dry_indehiscent,10.13876984,M(P)D,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Hepatica nobilis,Ranunculaceae,Hepatica,nobilis,Early EU,perennial,Biotic,dry_indehiscent,2.803722222,M(P)D,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Herniaria fruticosa,Caryophyllaceae,Herniaria,fruticosa,Caryophyllales,perennial,Biotic,dry_indehiscent,0.309458514,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Herniaria glabra,Caryophyllaceae,Herniaria,glabra,Caryophyllales,annual,Biotic,dry_indehiscent,0.084288,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,Herniaria hirsuta,Caryophyllaceae,Herniaria,hirsuta,Caryophyllales,annual,Biotic,dry_indehiscent,0.09759,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,Herniaria parnassica,Caryophyllaceae,Herniaria,parnassica,Caryophyllales,perennial,Biotic,dry_indehiscent,0.309458514,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,Herreria aculeata,Asparagaceae,Herreria,aculeata,Monocots,perennial,Biotic,fleshy,1.712,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,Hesperis armena,Brassicaceae,Hesperis,armena,Malvids,perennial,Biotic,dry_dehiscent,10.94558836,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,Heteropogon contortus,Poaceae,Heteropogon,contortus,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.875876288,PD,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,Hieracium bifidum,Asteraceae,Hieracium,bifidum,Campanulids,perennial,Biotic,dry_indehiscent,0.615775036,NoInfo,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,Hieracium bracteolatum,Asteraceae,Hieracium,bracteolatum,Campanulids,perennial,Biotic,dry_indehiscent,0.615775036,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,Hieracium loscosianum,Asteraceae,Hieracium,loscosianum,Campanulids,perennial,Biotic,dry_indehiscent,0.615775036,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Hieracium murorum,Asteraceae,Hieracium,murorum,Campanulids,perennial,Biotic,dry_indehiscent,0.372953846,NoInfo,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,Hieracium pannosum,Asteraceae,Hieracium,pannosum,Campanulids,perennial,Biotic,dry_indehiscent,0.773,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,Hieracium pictum,Asteraceae,Hieracium,pictum,Campanulids,perennial,Biotic,dry_indehiscent,0.615775036,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,Hieracium scoparium,Asteraceae,Hieracium,scoparium,Campanulids,perennial,Biotic,dry_indehiscent,0.615775036,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,Hippocrepis ciliata,Fabaceae,Hippocrepis,ciliata,Fabids,annual,Biotic,dry_dehiscent,3.3948,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
713,Hippocrepis comosa,Fabaceae,Hippocrepis,comosa,Fabids,perennial,Biotic,dry_dehiscent,3.594433333,NoInfo,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.001855819,-0.089448246,4.417249674,24.09939831,3.339425217,0.965756839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,0
714,Hippocrepis emerus,Fabaceae,Hippocrepis,emerus,Fabids,perennial,Biotic,dry_dehiscent,6.068276923,NoInfo,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.045389662,1.070360122,-4.979549654,11.79079188,1.330647063,0.790947646,14.01502683,9.566556933,21.49575646,2.085827306,19.40992915,4.448469896,1.981223297,2.227498876,3.049560572,3.793581828,1.177996411,3.496182463,6.467724744,6,1,1,1
715,Hispidella hispanica,Asteraceae,Hispidella,hispanica,Campanulids,annual,Biotic,dry_indehiscent,13.45116707,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,Holcus lanatus,Poaceae,Holcus,lanatus,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.371470121,PD,3,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,-0.010843359,0.409953803,-1.56465759,18.9034513,2.310113288,0.909711161,25.41154906,12.39535354,40.9167916,-3.109889005,44.02668061,13.01619552,8.963243532,5.956575239,4.428522733,2.968375615,2.251353413,14.53845513,6.047459467,19,1,1,1
717,Hordeum marinum,Poaceae,Hordeum,marinum,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.33832,PD,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,-0.001206328,0.309962731,-0.500068328,128.4736933,19.41096008,0.999999996,245.3074366,11.63994995,264.6051765,-7.657789969,272.2629665,233.6674866,NA,NA,NA,6.463991992,NA,NA,NA,3,1,0,0
718,Hordeum murinum,Poaceae,Hordeum,murinum,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,5.460678166,PD,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,-0.425214822,15.54865488,-135.7587698,18.28329359,6.381541224,0.998310347,21.14012809,15.4264591,22.96649728,13.60008991,9.366407376,5.713668984,1.237231537,1.027813589,0.271933642,0.342512931,0.219101988,2.232098245,0.436466841,4,1,1,1
719,Hordeum secalinum,Poaceae,Hordeum,secalinum,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,4.387075,PD,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,Hornungia petraea,Brassicaceae,Hornungia,petraea,Malvids,annual,Biotic,dry_dehiscent,0.19238,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,Hornungia procumbens,Brassicaceae,Hornungia,procumbens,Malvids,perennial,Biotic,dry_dehiscent,0.39255,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Hyparrhenia hirta,Poaceae,Hyparrhenia,hirta,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.848,PD,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,Hypecoum imberbe,Papaveraceae,Hypecoum,imberbe,Early EU,annual,Biotic,dry_dehiscent,0.09,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Hypecoum pendulum,Papaveraceae,Hypecoum,pendulum,Early EU,annual,Biotic,dry_dehiscent,30.775,NoInfo,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,Hypericum barbatum,Hypericaceae,Hypericum,barbatum,Fabids,perennial,Biotic,fleshy,0.1,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
726,Hypericum caprifolium,Hypericaceae,Hypericum,caprifolium,Fabids,perennial,Biotic,fleshy,0.08,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,Hypericum empetrifolium,Hypericaceae,Hypericum,empetrifolium,Fabids,perennial,Biotic,fleshy,0.328391741,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
728,Hypericum perforatum,Hypericaceae,Hypericum,perforatum,Fabids,perennial,Biotic,dry_dehiscent,0.1351,PD,4,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,-0.018271722,0.652743774,-5.174900702,17.86213111,0.654796729,0.658090579,20.66141675,15.06284546,31.89722782,3.827034391,28.07019343,5.59857129,18.51053167,19.53081279,3.340856367,3.697524307,2.314141145,37.77252791,5.314604178,5,1,1,1
729,Hypericum scabrum,Hypericaceae,Hypericum,scabrum,Fabids,perennial,Biotic,fleshy,0.7185,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,Hypericum trichocaulon,Hypericaceae,Hypericum,trichocaulon,Fabids,perennial,Biotic,fleshy,0.328391741,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.883863514,26.42493463,-197.8561287,14.94853799,-0.34905908,0.41361061,15.26038275,14.63669323,16.66213172,13.23494426,3.427187466,0.623689522,NA,NA,NA,NA,NA,NA,NA,5,1,1,1
731,Hypochaeris achyrophorus,Asteraceae,Hypochaeris,achyrophorus,Campanulids,annual,Biotic,dry_indehiscent,0.2056,PD,3,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,Hypochaeris cretensis,Asteraceae,Hypochaeris,cretensis,Campanulids,perennial,Biotic,dry_indehiscent,1.552046337,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,Hypochaeris glabra,Asteraceae,Hypochaeris,glabra,Campanulids,perennial,Biotic,dry_indehiscent,0.65223291,PD,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,Hypochaeris radicata,Asteraceae,Hypochaeris,radicata,Campanulids,perennial,Biotic,dry_indehiscent,0.802783886,PD,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.008284673,0.290830292,-1.036169243,17.55230878,1.516202297,0.819978569,23.11624907,11.98836848,40.75620706,-5.651589505,46.40779657,11.12788059,9.179014499,7.868183268,26.96377716,26.9699387,1.770081148,16.72699857,53.81740421,13,1,1,1
735,Hypochaeris robertia,Asteraceae,Hypochaeris,robertia,Campanulids,perennial,Biotic,dry_indehiscent,1.235533333,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.006182445,-0.193382832,3.050054213,15.63967268,1.537832114,0.823149357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.828627858,NA,NA,3,0,0,0
736,Ilex aquifolium,Aquifoliaceae,Ilex,aquifolium,Campanulids,woody,Biotic,fleshy,27.2961,M(P)D,2,0,0,1,0,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,Inula montbretiana,Asteraceae,Inula,montbretiana,Campanulids,perennial,Biotic,dry_indehiscent,0.26,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,Isatis cappadocica,Brassicaceae,Isatis,cappadocica,Malvids,perennial,Biotic,dry_dehiscent,11.0948,NoInfo,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,Isatis tinctoria,Brassicaceae,Isatis,tinctoria,Malvids,perennial,Biotic,dry_dehiscent,2.4108,NoInfo,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0.368646618,-13.56124261,124.5357902,18.39328225,-0.182091288,0.454602546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268503549,NA,NA,4,0,0,0
740,Jacobaea auricula,Asteraceae,Jacobaea,auricula,Campanulids,perennial,Biotic,dry_indehiscent,0.627354214,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,Jacobaea maritima,Asteraceae,Jacobaea,maritima,Campanulids,perennial,Biotic,dry_indehiscent,0.265991786,NoInfo,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
742,Jacobaea pancicii,Asteraceae,Jacobaea,pancicii,Campanulids,perennial,Biotic,dry_indehiscent,0.8092,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,Jasione crispa,Campanulaceae,Jasione,crispa,Campanulids,perennial,Biotic,fleshy,0.04706,NoInfo,2,1,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.038000516,1.385732291,-14.35523745,18.23307199,-1.722159135,0.151593262,19.49158826,16.97455572,23.9044759,12.56166809,11.34280781,2.517032543,2.177713949,1.950316463,8.377492394,8.484837815,0.859398569,3.760063974,16.77484544,4,1,1,1
744,Jasione laevis,Campanulaceae,Jasione,laevis,Campanulids,perennial,Biotic,dry_dehiscent,0.054875,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
745,Jasione montana,Campanulaceae,Jasione,montana,Campanulids,perennial,Biotic,dry_dehiscent,0.037867551,NoInfo,4,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.256195345,9.492120118,-85.38020457,18.52516118,2.54132301,0.92698842,19.98077244,17.06954993,23.15251666,13.89780571,9.254710948,2.911222517,NA,NA,NA,NA,NA,NA,NA,5,1,1,1
746,Jasonia tuberosa,Asteraceae,Jasonia,tuberosa,Campanulids,perennial,Biotic,dry_indehiscent,6.623333333,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,Juncus acutiflorus,Juncaceae,Juncus,acutiflorus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.020484615,PD,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,Juncus acutus,Juncaceae,Juncus,acutus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.422106667,PD,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.459435214,-20.42110598,229.3608314,22.22414104,2.440061621,0.919831632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0
